 2.389549e-06 -7.836578e+01 1.917709e-03 9.434006e-01 9.420716e-01 6.272870e-06 9.982601e-01 9.982614e-01 9.445483e-01 7.272212e-04 9.645690e-01 2.183725e-04 9.473402e-01 7.781833e-03 2.528127e-05 6.449397e-02 2.009910e-03 9.999377e-01 2.212455e-01 5.832934e-03 9.977725e-01 1.630762e-01 5.243625e-03 9.982581e-01 1.683495e-01 3.932392e-03 9.990238e-01 1.823764e-01 9.545040e-04 9.012769e-04 8.056252e-04 7.291066e-04 8.993136e+00 9.033266e+00 1.381715e+02 1.453511e-04 1.192527e-04 1.213926e-04 1.269560e-04 1.394698e-04 3.326371e-01 3.181424e-01 2.902650e-01 2.529018e-01 -4.738313e-04 -5.033132e-03 1.574719e-02 2.066539e-03 6.570073e-05 5.572467e-02 2.448052e+01 -9.018876e+00 -1.929423e+01 4.504558e-01 1.495851e+01 -9.115183e+00 -2.231334e+00 1.167723e-05 8.438603e-07 2.131548e-06 2.315670e-06 2.680089e-06 8.864449e-06 1.797532e-05 5.272599e-07 1.010030e-06 2.897986e-06 4.406501e-06 7.571046e-08
 4.779097e-06 -7.823433e+01 1.922091e-03 9.434004e-01 9.420716e-01 6.273872e-06 9.982601e-01 9.982614e-01 9.445483e-01 7.272448e-04 9.645689e-01 2.183740e-04 9.473403e-01 7.781808e-03 2.528136e-05 6.449412e-02 2.009921e-03 9.999377e-01 2.212453e-01 5.832942e-03 9.977725e-01 1.630761e-01 5.243634e-03 9.982581e-01 1.683494e-01 3.932403e-03 9.990238e-01 1.823762e-01 9.545035e-04 9.012764e-04 8.056249e-04 7.291067e-04 8.993135e+00 9.033266e+00 1.381715e+02 1.453511e-04 1.192526e-04 1.213925e-04 1.269559e-04 1.394697e-04 3.326371e-01 3.181424e-01 2.902650e-01 2.529019e-01 -4.747067e-04 -5.029345e-03 1.599749e-02 2.099364e-03 6.665742e-05 5.660943e-02 2.476512e+01 -9.011985e+00 -1.928340e+01 4.504558e-01 1.496826e+01 -9.083142e+00 -2.224006e+00 1.167730e-05 8.438613e-07 2.131551e-06 2.315676e-06 2.680087e-06 8.864443e-06 1.797530e-05 5.272597e-07 1.010030e-06 2.897986e-06 4.406501e-06 7.571049e-08
 7.168646e-06 -7.810012e+01 1.928883e-03 9.434001e-01 9.420715e-01 6.275488e-06 9.982601e-01 9.982614e-01 9.445484e-01 7.272828e-04 9.645688e-01 2.183764e-04 9.473403e-01 7.781783e-03 2.528148e-05 6.449427e-02 2.009931e-03 9.999377e-01 2.212451e-01 5.832950e-03 9.977725e-01 1.630760e-01 5.243643e-03 9.982581e-01 1.683493e-01 3.932413e-03 9.990238e-01 1.823761e-01 9.545030e-04 9.012759e-04 8.056245e-04 7.291067e-04 8.993133e+00 9.033266e+00 1.381715e+02 1.453511e-04 1.192526e-04 1.213925e-04 1.269559e-04 1.394697e-04 3.326370e-01 3.181423e-01 2.902650e-01 2.529020e-01 -4.789968e-04 -5.025177e-03 1.632641e-02 2.142443e-03 6.790833e-05 5.777024e-02 2.513388e+01 -9.002945e+00 -1.926920e+01 4.504557e-01 1.498103e+01 -9.041193e+00 -2.214389e+00 1.167737e-05 8.438622e-07 2.131554e-06 2.315682e-06 2.680085e-06 8.864437e-06 1.797529e-05 5.272596e-07 1.010029e-06 2.897985e-06 4.406501e-06 7.571052e-08
 1.254919e-05 -7.779745e+01 1.951288e-03 9.433990e-01 9.420713e-01 6.281184e-06 9.982601e-01 9.982614e-01 9.445484e-01 7.274157e-04 9.645682e-01 2.183847e-04 9.473404e-01 7.781726e-03 2.528193e-05 6.449460e-02 2.009956e-03 9.999377e-01 2.212447e-01 5.832969e-03 9.977726e-01 1.630758e-01 5.243664e-03 9.982582e-01 1.683491e-01 3.932436e-03 9.990239e-01 1.823758e-01 9.545019e-04 9.012748e-04 8.056238e-04 7.291069e-04 8.993129e+00 9.033266e+00 1.381715e+02 1.453511e-04 1.192525e-04 1.213924e-04 1.269558e-04 1.394696e-04 3.326368e-01 3.181422e-01 2.902650e-01 2.529022e-01 -4.961097e-04 -5.019110e-03 1.700153e-02 2.230680e-03 7.045416e-05 6.014655e-02 2.587251e+01 -8.984437e+00 -1.924012e+01 4.504558e-01 1.500706e+01 -8.955616e+00 -2.194702e+00 1.167753e-05 8.438643e-07 2.131561e-06 2.315696e-06 2.680081e-06 8.864423e-06 1.797526e-05 5.272597e-07 1.010029e-06 2.897984e-06 4.406500e-06 7.571059e-08
 1.792973e-05 -7.749406e+01 1.983492e-03 9.433973e-01 9.420710e-01 6.290051e-06 9.982600e-01 9.982613e-01 9.445485e-01 7.276212e-04 9.645673e-01 2.183976e-04 9.473405e-01 7.781670e-03 2.528260e-05 6.449492e-02 2.009980e-03 9.999377e-01 2.212443e-01 5.832987e-03 9.977726e-01 1.630756e-01 5.243684e-03 9.982582e-01 1.683488e-01 3.932460e-03 9.990239e-01 1.823756e-01 9.545008e-04 9.012737e-04 8.056231e-04 7.291071e-04 8.993124e+00 9.033266e+00 1.381715e+02 1.453511e-04 1.192524e-04 1.213923e-04 1.269557e-04 1.394695e-04 3.326367e-01 3.181420e-01 2.902649e-01 2.529024e-01 -5.198784e-04 -5.014795e-03 1.768173e-02 2.319421e-03 7.299257e-05 6.253526e-02 2.659314e+01 -8.965833e+00 -1.921089e+01 4.504559e-01 1.503310e+01 -8.869992e+00 -2.174912e+00 1.167769e-05 8.438664e-07 2.131568e-06 2.315709e-06 2.680076e-06 8.864408e-06 1.797523e-05 5.272601e-07 1.010028e-06 2.897983e-06 4.406500e-06 7.571065e-08
 2.331027e-05 -7.719080e+01 2.024515e-03 9.433950e-01 9.420704e-01 6.302297e-06 9.982600e-01 9.982613e-01 9.445485e-01 7.279033e-04 9.645661e-01 2.184153e-04 9.473405e-01 7.781614e-03 2.528354e-05 6.449522e-02 2.010004e-03 9.999377e-01 2.212438e-01 5.833005e-03 9.977726e-01 1.630754e-01 5.243705e-03 9.982582e-01 1.683486e-01 3.932483e-03 9.990239e-01 1.823753e-01 9.544997e-04 9.012726e-04 8.056224e-04 7.291073e-04 8.993120e+00 9.033266e+00 1.381716e+02 1.453512e-04 1.192523e-04 1.213922e-04 1.269556e-04 1.394694e-04 3.326365e-01 3.181419e-01 2.902649e-01 2.529026e-01 -5.511993e-04 -5.013607e-03 1.834999e-02 2.406344e-03 7.545709e-05 6.487309e-02 2.727743e+01 -8.947624e+00 -1.918229e+01 4.504562e-01 1.505846e+01 -8.786579e+00 -2.155542e+00 1.167784e-05 8.438685e-07 2.131575e-06 2.315723e-06 2.680071e-06 8.864394e-06 1.797520e-05 5.272610e-07 1.010028e-06 2.897981e-06 4.406500e-06 7.571072e-08
 2.869081e-05 -7.688773e+01 2.073316e-03 9.433920e-01 9.420698e-01 6.318082e-06 9.982599e-01 9.982613e-01 9.445486e-01 7.282644e-04 9.645646e-01 2.184381e-04 9.473406e-01 7.781558e-03 2.528474e-05 6.449551e-02 2.010028e-03 9.999377e-01 2.212434e-01 5.833024e-03 9.977727e-01 1.630752e-01 5.243725e-03 9.982583e-01 1.683484e-01 3.932506e-03 9.990239e-01 1.823750e-01 9.544985e-04 9.012714e-04 8.056217e-04 7.291075e-04 8.993115e+00 9.033266e+00 1.381716e+02 1.453514e-04 1.192522e-04 1.213921e-04 1.269555e-04 1.394693e-04 3.326364e-01 3.181418e-01 2.902649e-01 2.529029e-01 -5.901018e-04 -5.015131e-03 1.902478e-02 2.493857e-03 7.791633e-05 6.722484e-02 2.794506e+01 -8.929307e+00 -1.915351e+01 4.504565e-01 1.508384e+01 -8.703052e+00 -2.136056e+00 1.167800e-05 8.438706e-07 2.131582e-06 2.315736e-06 2.680067e-06 8.864380e-06 1.797518e-05 5.272622e-07 1.010028e-06 2.897980e-06 4.406500e-06 7.571078e-08
 4.509605e-05 -7.596426e+01 2.262457e-03 9.433784e-01 9.420666e-01 6.389462e-06 9.982597e-01 9.982611e-01 9.445487e-01 7.298736e-04 9.645581e-01 2.185407e-04 9.473409e-01 7.781387e-03 2.529023e-05 6.449634e-02 2.010103e-03 9.999377e-01 2.212421e-01 5.833079e-03 9.977728e-01 1.630746e-01 5.243788e-03 9.982584e-01 1.683477e-01 3.932578e-03 9.990240e-01 1.823741e-01 9.544951e-04 9.012680e-04 8.056195e-04 7.291080e-04 8.993099e+00 9.033266e+00 1.381716e+02 1.453520e-04 1.192519e-04 1.213918e-04 1.269552e-04 1.394690e-04 3.326359e-01 3.181413e-01 2.902648e-01 2.529035e-01 -7.578302e-04 -5.037698e-03 2.110478e-02 2.761723e-03 8.530455e-05 7.440883e-02 2.985801e+01 -8.873353e+00 -1.906559e+01 4.504581e-01 1.516061e+01 -8.450241e+00 -2.076528e+00 1.167848e-05 8.438770e-07 2.131603e-06 2.315778e-06 2.680052e-06 8.864337e-06 1.797509e-05 5.272683e-07 1.010026e-06 2.897976e-06 4.406499e-06 7.571098e-08
 6.150129e-05 -7.504174e+01 2.499496e-03 9.433572e-01 9.420615e-01 6.499285e-06 9.982593e-01 9.982608e-01 9.445489e-01 7.322958e-04 9.645486e-01 2.186975e-04 9.473411e-01 7.781218e-03 2.529880e-05 6.449707e-02 2.010177e-03 9.999377e-01 2.212407e-01 5.833135e-03 9.977729e-01 1.630740e-01 5.243850e-03 9.982585e-01 1.683470e-01 3.932649e-03 9.990241e-01 1.823732e-01 9.544917e-04 9.012646e-04 8.056173e-04 7.291086e-04 8.993080e+00 9.033266e+00 1.381716e+02 1.453531e-04 1.192516e-04 1.213915e-04 1.269550e-04 1.394687e-04 3.326354e-01 3.181409e-01 2.902648e-01 2.529042e-01 -1.001217e-03 -5.089510e-03 2.321609e-02 3.030137e-03 9.249308e-05 8.158027e-02 3.158263e+01 -8.817494e+00 -1.897783e+01 4.504607e-01 1.523612e+01 -8.201323e+00 -2.017096e+00 1.167897e-05 8.438834e-07 2.131625e-06 2.315819e-06 2.680038e-06 8.864294e-06 1.797500e-05 5.272780e-07 1.010025e-06 2.897972e-06 4.406498e-06 7.571118e-08
 7.790653e-05 -7.411996e+01 2.776442e-03 9.433272e-01 9.420543e-01 6.652330e-06 9.982588e-01 9.982604e-01 9.445490e-01 7.355925e-04 9.645360e-01 2.189147e-04 9.473413e-01 7.781049e-03 2.531092e-05 6.449771e-02 2.010252e-03 9.999377e-01 2.212394e-01 5.833191e-03 9.977730e-01 1.630734e-01 5.243913e-03 9.982586e-01 1.683463e-01 3.932720e-03 9.990242e-01 1.823724e-01 9.544883e-04 9.012612e-04 8.056151e-04 7.291092e-04 8.993059e+00 9.033266e+00 1.381717e+02 1.453546e-04 1.192513e-04 1.213912e-04 1.269547e-04 1.394685e-04 3.326349e-01 3.181405e-01 2.902647e-01 2.529049e-01 -1.357451e-03 -5.173451e-03 2.537177e-02 3.299992e-03 9.949904e-05 8.875566e-02 3.313000e+01 -8.761602e+00 -1.889000e+01 4.504642e-01 1.531056e+01 -7.955630e+00 -1.957625e+00 1.167945e-05 8.438898e-07 2.131646e-06 2.315860e-06 2.680024e-06 8.864251e-06 1.797491e-05 5.272911e-07 1.010023e-06 2.897969e-06 4.406497e-06 7.571138e-08
